userId,HitRatio,Precision@3,Recall@3,NDCG@3
1044,1,0.3333333333333333,0.07142857142857142,0.5654648767857287
2265,1,0.6666666666666666,0.125,1.0
1980,1,1.0,0.037037037037037035,1.0
660,1,0.3333333333333333,0.04,1.0
1712,1,1.0,0.09090909090909091,1.0
1019,1,0.3333333333333333,0.01639344262295082,1.0
1637,1,0.3333333333333333,0.14285714285714285,1.0
5405,1,0.0,0.0,0.0
2787,1,0.6666666666666666,0.1111111111111111,1.0
3180,1,0.6666666666666666,0.1,0.8065735963827292
759,1,0.0,0.0,0.0
5548,0,0.0,0.0,0.0
689,0,0.0,0.0,0.0
4517,1,0.6666666666666666,0.07142857142857142,1.0
2462,1,0.0,0.0,0.0
2172,1,0.3333333333333333,0.058823529411764705,0.5654648767857287
2453,1,0.6666666666666666,0.03225806451612903,1.0
5342,1,1.0,0.3,1.0
4785,1,0.3333333333333333,0.034482758620689655,0.5654648767857287
118,1,0.6666666666666666,0.13333333333333333,0.8065735963827292
5738,1,1.0,0.0967741935483871,1.0
412,1,0.6666666666666666,0.037037037037037035,0.8065735963827292
1112,1,1.0,0.0625,1.0
409,1,0.3333333333333333,0.03571428571428571,0.5654648767857287
4342,1,0.3333333333333333,0.037037037037037035,1.0
1376,1,0.3333333333333333,0.14285714285714285,0.5654648767857287
1753,1,0.3333333333333333,0.038461538461538464,1.0
5854,1,0.3333333333333333,0.058823529411764705,0.5654648767857287
1253,0,0.0,0.0,0.0
4815,1,0.6666666666666666,0.08333333333333333,1.0
1451,1,0.0,0.0,0.0
3691,1,0.6666666666666666,0.07692307692307693,0.8065735963827292
3503,1,1.0,0.057692307692307696,1.0
457,1,0.6666666666666666,0.06451612903225806,0.8065735963827292
4329,1,0.3333333333333333,0.1111111111111111,1.0
3261,1,0.3333333333333333,0.02564102564102564,1.0
5248,0,0.0,0.0,0.0
1587,1,0.3333333333333333,0.03333333333333333,0.5654648767857287
4291,1,0.3333333333333333,0.09090909090909091,0.5654648767857287
5493,1,0.6666666666666666,0.05555555555555555,1.0
187,1,0.3333333333333333,0.018867924528301886,1.0
4680,1,0.6666666666666666,0.058823529411764705,1.0
3063,1,0.3333333333333333,0.125,1.0
4254,1,0.0,0.0,0.0
2389,1,0.6666666666666666,0.09090909090909091,0.8065735963827292
854,1,0.6666666666666666,0.15384615384615385,1.0
2783,1,0.6666666666666666,0.5,0.8065735963827292
3760,1,0.6666666666666666,0.08333333333333333,1.0
5271,1,0.0,0.0,0.0
1011,1,0.3333333333333333,0.25,1.0
743,1,0.0,0.0,0.0
3379,1,0.3333333333333333,0.14285714285714285,0.5654648767857287
1032,0,0.0,0.0,0.0
5267,0,0.0,0.0,0.0
2559,1,0.6666666666666666,0.10526315789473684,1.0
5490,1,0.0,0.0,0.0
2156,1,0.3333333333333333,0.05555555555555555,0.5654648767857287
4277,1,1.0,0.017543859649122806,1.0
175,1,0.6666666666666666,0.07142857142857142,0.8065735963827292
425,1,0.0,0.0,0.0
5180,1,0.3333333333333333,0.14285714285714285,1.0
1584,1,0.6666666666666666,0.05714285714285714,0.8065735963827292
1912,1,0.3333333333333333,0.07692307692307693,1.0
4021,1,0.3333333333333333,0.017857142857142856,0.5654648767857287
671,1,0.3333333333333333,0.08333333333333333,1.0
311,1,0.6666666666666666,0.6666666666666666,1.0
252,1,0.3333333333333333,0.2,1.0
2852,0,0.0,0.0,0.0
816,1,0.6666666666666666,0.14285714285714285,0.8065735963827292
1046,0,0.0,0.0,0.0
4573,0,0.0,0.0,0.0
5209,1,0.3333333333333333,0.14285714285714285,0.5654648767857287
4459,1,0.3333333333333333,0.05555555555555555,1.0
4568,1,0.3333333333333333,0.05,0.5654648767857287
3525,1,0.3333333333333333,0.1,0.5654648767857287
2018,1,1.0,0.06666666666666667,1.0
5109,1,0.3333333333333333,0.1,1.0
5414,1,0.0,0.0,0.0
2537,1,0.6666666666666666,0.08333333333333333,0.8065735963827292
1893,1,0.3333333333333333,0.2,0.5654648767857287
4122,1,0.3333333333333333,0.034482758620689655,0.5654648767857287
4701,1,0.3333333333333333,0.16666666666666666,1.0
1300,0,0.0,0.0,0.0
1343,1,0.6666666666666666,0.07142857142857142,0.8065735963827292
4139,1,0.3333333333333333,0.027777777777777776,0.5654648767857287
307,1,0.6666666666666666,0.07142857142857142,0.8065735963827292
5323,1,0.3333333333333333,0.05555555555555555,0.5654648767857287
5847,1,0.3333333333333333,0.027777777777777776,0.5654648767857287
1698,1,1.0,0.030927835051546393,1.0
5675,1,0.6666666666666666,0.04878048780487805,0.8065735963827292
2926,1,0.3333333333333333,0.05,0.5654648767857287
5350,1,0.3333333333333333,0.125,1.0
5535,1,0.3333333333333333,0.05555555555555555,0.5654648767857287
1255,1,0.6666666666666666,0.1111111111111111,1.0
2333,1,0.3333333333333333,0.14285714285714285,1.0
211,0,0.0,0.0,0.0
5676,0,0.0,0.0,0.0
3445,1,0.0,0.0,0.0
1639,1,0.6666666666666666,0.041666666666666664,0.8065735963827292
4682,1,0.3333333333333333,0.012987012987012988,0.5654648767857287
4867,1,1.0,0.04225352112676056,1.0
839,1,0.6666666666666666,0.028169014084507043,1.0
3216,1,0.3333333333333333,0.043478260869565216,0.5654648767857287
402,1,0.6666666666666666,0.07692307692307693,0.8065735963827292
2495,0,0.0,0.0,0.0
3414,1,1.0,0.13043478260869565,1.0
3900,1,0.6666666666666666,0.08333333333333333,0.8065735963827292
3985,1,0.6666666666666666,0.05405405405405406,0.8065735963827292
1635,1,1.0,0.05,1.0
3641,1,0.6666666666666666,0.041666666666666664,1.0
3574,0,0.0,0.0,0.0
1922,1,0.3333333333333333,0.03225806451612903,1.0
2409,1,0.3333333333333333,0.05263157894736842,1.0
2685,1,0.6666666666666666,0.11764705882352941,1.0
163,1,0.0,0.0,0.0
1399,1,0.6666666666666666,0.08,0.8065735963827292
3945,1,0.0,0.0,0.0
2030,1,1.0,0.05,1.0
889,1,0.3333333333333333,0.023255813953488372,0.5654648767857287
5915,1,0.3333333333333333,0.045454545454545456,1.0
5736,1,0.6666666666666666,0.125,1.0
5044,1,0.0,0.0,0.0
4238,1,1.0,0.047619047619047616,1.0
4251,0,0.0,0.0,0.0
3853,1,0.6666666666666666,0.05405405405405406,0.8065735963827292
5701,1,0.3333333333333333,0.16666666666666666,0.5654648767857287
4817,1,0.3333333333333333,0.08333333333333333,1.0
377,1,0.3333333333333333,0.07142857142857142,1.0
5140,1,0.0,0.0,0.0
5077,1,0.3333333333333333,0.043478260869565216,0.5654648767857287
2168,1,0.3333333333333333,0.03225806451612903,0.5654648767857287
4006,1,0.0,0.0,0.0
1087,1,0.6666666666666666,0.05,0.8065735963827292
2805,0,0.0,0.0,0.0
2894,1,0.6666666666666666,0.25,1.0
5296,1,0.3333333333333333,0.2,0.5654648767857287
2880,1,0.0,0.0,0.0
2215,1,0.6666666666666666,0.15384615384615385,1.0
5273,1,1.0,0.0967741935483871,1.0
2777,1,0.6666666666666666,0.028985507246376812,0.8065735963827292
4732,1,0.6666666666666666,0.041666666666666664,1.0
2963,1,0.0,0.0,0.0
1142,1,0.3333333333333333,0.08333333333333333,1.0
5831,1,1.0,0.023255813953488372,1.0
3072,0,0.0,0.0,0.0
1861,1,0.6666666666666666,0.058823529411764705,1.0
4578,1,0.6666666666666666,0.037037037037037035,1.0
1871,1,0.3333333333333333,0.14285714285714285,0.5654648767857287
1278,1,0.3333333333333333,0.125,1.0
17,1,0.3333333333333333,0.05555555555555555,1.0
5938,1,0.0,0.0,0.0
754,1,0.3333333333333333,0.0625,1.0
3539,1,0.6666666666666666,0.016129032258064516,1.0
5378,0,0.0,0.0,0.0
3685,1,0.6666666666666666,0.05405405405405406,0.8065735963827292
4425,1,1.0,0.09375,1.0
1555,1,0.0,0.0,0.0
4085,1,0.3333333333333333,0.01282051282051282,0.5654648767857287
461,1,0.6666666666666666,0.06451612903225806,1.0
5355,1,0.3333333333333333,0.05263157894736842,0.5654648767857287
4243,1,0.3333333333333333,0.125,0.5654648767857287
2436,1,0.6666666666666666,0.05,0.8065735963827292
940,1,0.0,0.0,0.0
843,1,0.6666666666666666,0.11764705882352941,0.8065735963827292
380,1,0.0,0.0,0.0
2882,1,0.0,0.0,0.0
5565,1,0.3333333333333333,0.07142857142857142,1.0
590,1,0.0,0.0,0.0
1464,1,0.3333333333333333,0.07692307692307693,1.0
5367,1,0.3333333333333333,0.021739130434782608,1.0
3582,1,0.3333333333333333,0.125,1.0
5326,0,0.0,0.0,0.0
4328,1,0.3333333333333333,0.03571428571428571,1.0
2890,1,0.3333333333333333,0.125,1.0
1303,1,0.6666666666666666,0.05714285714285714,1.0
2263,1,0.0,0.0,0.0
2600,0,0.0,0.0,0.0
31,1,0.3333333333333333,0.125,1.0
577,1,0.3333333333333333,0.05,0.5654648767857287
2338,1,0.6666666666666666,0.11764705882352941,0.8065735963827292
5371,1,0.3333333333333333,0.02631578947368421,1.0
2506,1,0.3333333333333333,0.05,0.5654648767857287
5029,0,0.0,0.0,0.0
2888,1,0.3333333333333333,0.029411764705882353,0.5654648767857287
797,1,0.6666666666666666,0.14285714285714285,0.8065735963827292
4975,1,0.6666666666666666,0.15384615384615385,0.8065735963827292
1218,1,1.0,0.14285714285714285,1.0
2627,1,0.6666666666666666,0.07142857142857142,1.0
1043,0,0.0,0.0,0.0
2681,1,0.6666666666666666,0.08,0.8065735963827292
1752,1,0.6666666666666666,0.058823529411764705,0.8065735963827292
5792,1,0.6666666666666666,0.07692307692307693,1.0
2246,1,0.3333333333333333,0.07142857142857142,1.0
2820,1,0.3333333333333333,0.04,0.5654648767857287
3618,1,0.6666666666666666,0.058823529411764705,1.0
3420,1,0.0,0.0,0.0
5634,1,0.0,0.0,0.0
3386,0,0.0,0.0,0.0
3823,1,0.3333333333333333,0.018518518518518517,1.0
2768,1,0.3333333333333333,0.1,0.5654648767857287
3842,1,0.3333333333333333,0.017543859649122806,1.0
4086,1,0.0,0.0,0.0
2016,1,0.6666666666666666,0.06060606060606061,1.0
3672,0,0.0,0.0,0.0
5317,1,1.0,0.05357142857142857,1.0
5532,1,0.0,0.0,0.0
3065,1,0.6666666666666666,0.08,0.8065735963827292
4253,1,0.6666666666666666,0.1,1.0
524,1,0.6666666666666666,0.023255813953488372,1.0
5310,1,0.3333333333333333,0.1,1.0
2124,1,0.0,0.0,0.0
3966,1,0.3333333333333333,0.1111111111111111,1.0
4312,1,0.6666666666666666,0.0392156862745098,1.0
4310,1,0.3333333333333333,0.03571428571428571,1.0
2073,1,0.3333333333333333,0.020833333333333332,1.0
5256,1,0.6666666666666666,0.0425531914893617,0.8065735963827292
3158,1,1.0,0.09090909090909091,1.0
714,1,0.6666666666666666,0.046511627906976744,1.0
3726,1,0.0,0.0,0.0
5182,1,0.3333333333333333,0.037037037037037035,1.0
3285,1,0.3333333333333333,0.025,1.0
3874,1,0.6666666666666666,0.13333333333333333,1.0
5636,1,1.0,0.06,1.0
1285,1,1.0,0.02830188679245283,1.0
2878,1,0.3333333333333333,0.02564102564102564,0.5654648767857287
5300,1,0.3333333333333333,0.02857142857142857,1.0
3200,1,0.3333333333333333,0.043478260869565216,1.0
5607,1,0.0,0.0,0.0
4522,1,0.0,0.0,0.0
1650,1,1.0,0.16666666666666666,1.0
2026,1,0.0,0.0,0.0
3717,1,1.0,0.08823529411764706,1.0
4507,1,0.3333333333333333,0.04,1.0
3101,1,1.0,0.08823529411764706,1.0
5986,1,0.3333333333333333,0.07692307692307693,1.0
3560,1,0.3333333333333333,0.05555555555555555,1.0
5626,1,0.0,0.0,0.0
4653,1,0.6666666666666666,0.08333333333333333,0.8065735963827292
1004,1,1.0,0.12,1.0
4499,1,0.3333333333333333,0.125,0.5654648767857287
257,1,0.0,0.0,0.0
4901,1,1.0,0.13043478260869565,1.0
6016,1,0.6666666666666666,0.037037037037037035,1.0
4882,1,0.3333333333333333,0.045454545454545456,1.0
2522,1,0.0,0.0,0.0
123,1,1.0,0.09375,1.0
2623,1,0.3333333333333333,0.125,1.0
2230,1,0.0,0.0,0.0
3756,1,0.6666666666666666,0.05,1.0
5957,1,0.3333333333333333,0.07692307692307693,1.0
1100,1,0.6666666666666666,0.125,0.8065735963827292
2810,1,0.6666666666666666,0.1111111111111111,0.8065735963827292
855,1,0.0,0.0,0.0
3029,1,0.3333333333333333,0.01639344262295082,1.0
3428,0,0.0,0.0,0.0
1031,1,0.3333333333333333,0.058823529411764705,1.0
3082,1,0.0,0.0,0.0
3695,1,1.0,0.07894736842105263,1.0
4686,1,0.3333333333333333,0.1,0.5654648767857287
2581,1,0.6666666666666666,0.046511627906976744,1.0
582,1,0.0,0.0,0.0
1203,1,0.3333333333333333,0.015384615384615385,1.0
2323,1,0.3333333333333333,0.034482758620689655,0.5654648767857287
716,1,0.3333333333333333,0.02631578947368421,0.5654648767857287
3890,1,0.0,0.0,0.0
10,1,1.0,0.07894736842105263,1.0
3888,1,0.0,0.0,0.0
1655,1,0.3333333333333333,0.09090909090909091,0.5654648767857287
1345,0,0.0,0.0,0.0
3045,1,1.0,0.17647058823529413,1.0
2360,1,0.0,0.0,0.0
5090,1,0.6666666666666666,0.041666666666666664,0.8065735963827292
2776,1,0.6666666666666666,0.08695652173913043,1.0
2937,1,0.3333333333333333,0.125,1.0
390,1,0.3333333333333333,0.058823529411764705,0.5654648767857287
1281,1,0.3333333333333333,0.08333333333333333,0.5654648767857287
4371,1,0.3333333333333333,0.09090909090909091,0.5654648767857287
3746,1,0.0,0.0,0.0
2116,1,1.0,0.039473684210526314,1.0
1325,1,1.0,0.10714285714285714,1.0
5530,1,0.0,0.0,0.0
4789,1,0.3333333333333333,0.05263157894736842,1.0
2985,1,1.0,0.17647058823529413,1.0
5593,1,0.3333333333333333,0.0625,0.5654648767857287
2910,0,0.0,0.0,0.0
1837,1,0.6666666666666666,0.038461538461538464,0.8065735963827292
2895,1,1.0,0.057692307692307696,1.0
2380,1,0.6666666666666666,0.058823529411764705,0.8065735963827292
4467,0,0.0,0.0,0.0
3243,1,0.3333333333333333,0.03225806451612903,0.5654648767857287
5000,1,0.6666666666666666,0.04878048780487805,1.0
518,1,1.0,0.09090909090909091,1.0
4796,1,0.0,0.0,0.0
3341,1,0.0,0.0,0.0
1291,1,0.3333333333333333,0.045454545454545456,0.5654648767857287
3157,1,0.0,0.0,0.0
5234,0,0.0,0.0,0.0
881,1,0.6666666666666666,0.05263157894736842,0.8065735963827292
3626,1,1.0,0.04225352112676056,1.0
3841,1,0.6666666666666666,0.028169014084507043,0.8065735963827292
3526,1,0.3333333333333333,0.020833333333333332,0.5654648767857287
4567,1,0.0,0.0,0.0
2008,1,0.3333333333333333,0.05,1.0
2011,1,0.3333333333333333,0.05263157894736842,0.5654648767857287
3499,1,0.6666666666666666,0.0625,0.8065735963827292
5497,1,1.0,0.12,1.0
5610,1,0.0,0.0,0.0
4175,1,0.3333333333333333,0.09090909090909091,1.0
4957,1,1.0,0.125,1.0
5428,1,0.6666666666666666,0.07142857142857142,1.0
793,1,0.6666666666666666,0.18181818181818182,0.8065735963827292
5501,1,0.3333333333333333,0.02631578947368421,0.5654648767857287
678,1,0.6666666666666666,0.02666666666666667,0.8065735963827292
2504,1,0.3333333333333333,0.03225806451612903,0.5654648767857287
3321,1,0.0,0.0,0.0
3154,0,0.0,0.0,0.0
5614,1,1.0,0.04285714285714286,1.0
202,1,1.0,0.08108108108108109,1.0
3683,1,0.6666666666666666,0.06060606060606061,0.8065735963827292
5156,1,1.0,0.09090909090909091,1.0
3910,1,0.3333333333333333,0.0625,1.0
1151,1,0.6666666666666666,0.07142857142857142,1.0
3988,1,0.0,0.0,0.0
968,1,0.3333333333333333,0.1111111111111111,0.5654648767857287
2928,1,0.0,0.0,0.0
2968,1,0.3333333333333333,0.0625,0.5654648767857287
131,1,0.3333333333333333,0.03571428571428571,0.5654648767857287
2582,0,0.0,0.0,0.0
4510,1,0.6666666666666666,0.05405405405405406,1.0
2368,1,0.3333333333333333,0.05263157894736842,0.5654648767857287
3315,1,0.0,0.0,0.0
1390,1,0.3333333333333333,0.029411764705882353,1.0
5136,1,0.6666666666666666,0.1111111111111111,0.8065735963827292
5103,1,1.0,0.08571428571428572,1.0
3745,0,0.0,0.0,0.0
5111,1,0.3333333333333333,0.016666666666666666,0.5654648767857287
2393,1,0.3333333333333333,0.06666666666666667,1.0
4217,1,0.6666666666666666,0.03508771929824561,0.8065735963827292
4596,1,0.3333333333333333,0.07692307692307693,1.0
4750,1,0.3333333333333333,0.04,0.5654648767857287
2996,1,0.3333333333333333,0.03571428571428571,1.0
2105,1,1.0,0.1,1.0
4948,1,1.0,0.1,1.0
1407,1,0.6666666666666666,0.10526315789473684,0.8065735963827292
2023,1,0.6666666666666666,0.08,0.8065735963827292
3017,1,0.3333333333333333,0.03571428571428571,0.5654648767857287
1096,1,0.3333333333333333,0.1111111111111111,0.5654648767857287
3565,1,0.3333333333333333,0.16666666666666666,1.0
3426,1,0.3333333333333333,0.1111111111111111,1.0
1050,1,1.0,0.15789473684210525,1.0
169,1,1.0,0.06666666666666667,1.0
5955,1,0.3333333333333333,0.03571428571428571,0.5654648767857287
5549,0,0.0,0.0,0.0
5539,1,0.3333333333333333,0.023809523809523808,0.5654648767857287
4980,1,0.3333333333333333,0.0625,1.0
4786,1,1.0,0.11538461538461539,1.0
2244,1,0.6666666666666666,0.058823529411764705,1.0
5189,1,0.0,0.0,0.0
4607,1,0.3333333333333333,0.0196078431372549,1.0
1331,1,0.0,0.0,0.0
1097,1,0.6666666666666666,0.11764705882352941,0.8065735963827292
949,1,1.0,0.07894736842105263,1.0
3908,1,0.3333333333333333,0.05555555555555555,1.0
1958,1,0.6666666666666666,0.05,1.0
5014,1,0.0,0.0,0.0
1658,1,0.6666666666666666,0.07692307692307693,0.8065735963827292
5432,1,0.6666666666666666,0.09090909090909091,1.0
114,1,0.3333333333333333,0.09090909090909091,0.5654648767857287
702,1,0.0,0.0,0.0
4044,1,0.3333333333333333,0.1111111111111111,0.5654648767857287
4114,1,0.6666666666666666,0.2,1.0
1699,1,0.3333333333333333,0.02702702702702703,1.0
2562,1,0.3333333333333333,0.06666666666666667,0.5654648767857287
76,1,0.3333333333333333,0.1111111111111111,1.0
4337,1,0.6666666666666666,0.08,1.0
5446,1,0.6666666666666666,0.1,1.0
3793,1,0.3333333333333333,0.14285714285714285,0.5654648767857287
1064,1,0.6666666666666666,0.18181818181818182,0.8065735963827292
4286,1,0.3333333333333333,0.05555555555555555,0.5654648767857287
5926,1,0.3333333333333333,0.16666666666666666,1.0
3050,1,0.3333333333333333,0.3333333333333333,1.0
922,1,0.0,0.0,0.0
5629,1,0.3333333333333333,0.06666666666666667,1.0
1880,1,1.0,0.058823529411764705,1.0
1988,1,0.3333333333333333,0.025,1.0
5880,1,0.6666666666666666,0.0625,0.8065735963827292
1514,1,0.6666666666666666,0.13333333333333333,0.8065735963827292
2385,1,0.0,0.0,0.0
3585,1,0.0,0.0,0.0
2544,1,0.3333333333333333,0.018867924528301886,1.0
5102,1,0.3333333333333333,0.05263157894736842,1.0
673,1,0.0,0.0,0.0
1051,1,1.0,0.04285714285714286,1.0
5233,1,0.3333333333333333,0.09090909090909091,0.5654648767857287
34,1,0.3333333333333333,0.07142857142857142,0.5654648767857287
1983,1,1.0,0.05555555555555555,1.0
1279,1,0.0,0.0,0.0
5423,1,0.6666666666666666,0.16666666666666666,1.0
522,1,0.3333333333333333,0.2,1.0
2258,1,0.6666666666666666,0.07407407407407407,1.0
4482,1,1.0,0.04477611940298507,1.0
2455,1,0.6666666666666666,0.3333333333333333,1.0
69,1,0.3333333333333333,0.25,0.5654648767857287
730,1,0.0,0.0,0.0
2521,1,1.0,0.3333333333333333,1.0
3367,0,0.0,0.0,0.0
768,1,0.0,0.0,0.0
3588,1,0.6666666666666666,0.06451612903225806,0.8065735963827292
5163,1,0.3333333333333333,0.021739130434782608,1.0
4292,0,0.0,0.0,0.0
6006,0,0.0,0.0,0.0
2060,1,0.0,0.0,0.0
3251,0,0.0,0.0,0.0
5070,1,0.0,0.0,0.0
2793,1,1.0,0.0410958904109589,1.0
5637,0,0.0,0.0,0.0
4048,1,0.6666666666666666,0.03278688524590164,0.8065735963827292
1676,1,0.6666666666666666,0.04081632653061224,1.0
4169,1,0.6666666666666666,0.012195121951219513,0.8065735963827292
1954,1,0.3333333333333333,0.058823529411764705,0.5654648767857287
87,1,0.3333333333333333,0.25,1.0
3942,0,0.0,0.0,0.0
4303,1,0.3333333333333333,0.03571428571428571,1.0
3509,1,0.6666666666666666,0.1,0.8065735963827292
5131,1,0.6666666666666666,0.06666666666666667,0.8065735963827292
3299,1,0.3333333333333333,0.025,0.5654648767857287
5895,1,0.3333333333333333,0.1111111111111111,0.5654648767857287
2020,1,0.6666666666666666,0.05263157894736842,0.8065735963827292
987,1,0.3333333333333333,0.058823529411764705,1.0
5026,1,0.6666666666666666,0.0425531914893617,1.0
4140,1,1.0,0.0967741935483871,1.0
1120,1,0.6666666666666666,0.0273972602739726,1.0
1741,1,0.6666666666666666,0.03278688524590164,1.0
5450,1,0.0,0.0,0.0
3660,1,0.3333333333333333,0.2,1.0
1505,1,0.6666666666666666,0.07692307692307693,1.0
321,1,0.3333333333333333,0.07142857142857142,0.5654648767857287
2262,1,0.6666666666666666,0.2,1.0
1317,1,1.0,0.05357142857142857,1.0
2233,1,0.0,0.0,0.0
1579,1,1.0,0.05172413793103448,1.0
1020,1,0.0,0.0,0.0
611,1,0.0,0.0,0.0
5918,1,0.3333333333333333,0.5,0.5654648767857287
2889,1,0.0,0.0,0.0
3268,1,0.3333333333333333,0.125,0.5654648767857287
5556,1,0.0,0.0,0.0
2616,0,0.0,0.0,0.0
3490,1,0.3333333333333333,0.043478260869565216,1.0
4637,1,0.6666666666666666,0.06060606060606061,0.8065735963827292
3026,0,0.0,0.0,0.0
933,1,0.3333333333333333,0.125,1.0
2208,1,0.0,0.0,0.0
3858,0,0.0,0.0,0.0
3314,1,0.6666666666666666,0.08333333333333333,1.0
1800,1,0.6666666666666666,0.1,1.0
1593,1,0.0,0.0,0.0
1675,1,0.6666666666666666,0.05263157894736842,1.0
869,1,1.0,0.04918032786885246,1.0
4779,1,0.6666666666666666,0.09523809523809523,1.0
5268,1,0.0,0.0,0.0
1088,1,1.0,0.039473684210526314,1.0
3620,1,0.6666666666666666,0.15384615384615385,1.0
3929,1,1.0,0.10344827586206896,1.0
5591,0,0.0,0.0,0.0
1393,1,0.6666666666666666,0.2222222222222222,1.0
4374,1,1.0,0.1875,1.0
5463,1,0.0,0.0,0.0
1632,1,0.0,0.0,0.0
2814,1,0.3333333333333333,0.05,0.5654648767857287
2481,1,0.3333333333333333,0.07142857142857142,0.5654648767857287
4661,1,1.0,0.16666666666666666,1.0
1049,1,0.3333333333333333,0.2,1.0
1147,1,0.0,0.0,0.0
4028,1,0.3333333333333333,0.022727272727272728,1.0
3557,1,0.6666666666666666,0.058823529411764705,1.0
3391,1,1.0,0.02654867256637168,1.0
5019,1,0.3333333333333333,0.08333333333333333,0.5654648767857287
2635,0,0.0,0.0,0.0
4042,1,0.6666666666666666,0.05263157894736842,0.8065735963827292
1114,1,0.3333333333333333,0.09090909090909091,1.0
2715,1,0.3333333333333333,0.14285714285714285,1.0
4000,0,0.0,0.0,0.0
1556,1,0.0,0.0,0.0
4909,1,0.3333333333333333,0.058823529411764705,0.5654648767857287
5231,1,0.3333333333333333,0.25,0.5654648767857287
3228,1,1.0,0.25,1.0
5580,1,0.6666666666666666,0.05128205128205128,0.8065735963827292
4448,1,0.6666666666666666,0.021505376344086023,1.0
5365,1,0.3333333333333333,0.038461538461538464,1.0
5943,1,0.3333333333333333,0.1,0.5654648767857287
762,1,0.3333333333333333,0.2,1.0
4619,1,0.6666666666666666,0.11764705882352941,1.0
4806,1,0.0,0.0,0.0
5123,0,0.0,0.0,0.0
4052,0,0.0,0.0,0.0
222,1,1.0,0.3333333333333333,1.0
4318,1,0.3333333333333333,0.020833333333333332,1.0
5158,1,0.6666666666666666,0.09523809523809523,0.8065735963827292
3586,1,0.0,0.0,0.0
3962,0,0.0,0.0,0.0
3979,1,0.0,0.0,0.0
2054,1,1.0,0.125,1.0
2324,1,0.0,0.0,0.0
4497,1,1.0,0.07317073170731707,1.0
4124,1,0.6666666666666666,0.08695652173913043,0.8065735963827292
3643,1,0.6666666666666666,0.15384615384615385,0.8065735963827292
2096,1,0.6666666666666666,0.09523809523809523,1.0
5848,1,0.3333333333333333,0.02702702702702703,1.0
5667,1,0.6666666666666666,0.0625,0.8065735963827292
2887,1,1.0,0.075,1.0
5759,1,0.3333333333333333,0.022727272727272728,0.5654648767857287
5622,1,0.3333333333333333,0.08333333333333333,1.0
1709,1,0.0,0.0,0.0
3452,1,0.3333333333333333,0.1111111111111111,0.5654648767857287
1079,1,0.3333333333333333,0.125,1.0
4016,1,0.3333333333333333,0.041666666666666664,1.0
4379,1,0.3333333333333333,0.038461538461538464,1.0
2042,1,0.6666666666666666,0.14285714285714285,1.0
2243,0,0.0,0.0,0.0
3712,1,0.6666666666666666,0.18181818181818182,0.8065735963827292
1884,1,0.3333333333333333,0.014705882352941176,0.5654648767857287
1320,1,0.6666666666666666,0.1111111111111111,0.8065735963827292
2154,1,0.0,0.0,0.0
1335,1,0.0,0.0,0.0
4908,1,0.3333333333333333,0.06666666666666667,0.5654648767857287
4826,1,0.0,0.0,0.0
5723,1,0.3333333333333333,0.058823529411764705,1.0
4748,1,1.0,0.08333333333333333,1.0
