User 691: [(1926, 0.98745626), (1584, 0.9874237), (1225, 0.9872543), (165, 0.98554116), (748, 0.98501796), (739, 0.9736042), (1624, 0.97147423), (738, 0.96984214), (1784, 0.96728045), (1668, 0.9665618)]
User 5355: [(1554, 0.98424363), (780, 0.9717898), (379, 0.9707229), (1417, 0.9688081), (627, 0.96088713), (474, 0.9608705), (309, 0.95107716), (1451, 0.948726), (1810, 0.94847834), (206, 0.944475)]
User 3291: [(2259, 0.9936646), (780, 0.9900705), (1347, 0.9865739), (576, 0.9832683), (760, 0.9832493), (1345, 0.983216), (1876, 0.98304003), (341, 0.9797125), (624, 0.97909844), (579, 0.9759218)]
User 4562: [(349, 0.93350816), (379, 0.9287134), (1624, 0.8404355), (1304, 0.77356416), (2185, 0.15763696), (204, 0.07999331), (1216, 0.07041731), (13, 0.05274297), (521, 2.7048347e-05)]
User 5740: [(624, 0.9871917), (1691, 0.9718963), (738, 0.97092235), (695, 0.96765643), (2184, 0.9602112), (573, 0.9588134), (1760, 0.94958574), (1810, 0.94956285), (474, 0.9434486), (347, 0.9261165)]
User 2400: [(309, 0.99390775), (1635, 0.8470093), (1618, 0.74179727), (752, 0.4535848), (2057, 0.028902102), (972, 0.014076189), (786, 0.011453998), (1363, 0.0017167339)]
User 2328: [(587, 0.92471075), (101, 0.6913813), (1235, 0.0075579095), (455, 0.00026595223)]
User 5754: [(2053, 0.9700071), (850, 0.9662052), (2149, 0.9018528), (745, 0.8980574), (1968, 0.80348283), (1182, 0.7969699), (1937, 0.75779754), (1936, 0.74811274), (769, 0.5600468), (177, 0.25327632)]
User 5388: [(12, 0.9741847), (856, 0.93777525), (738, 0.8731354), (728, 0.8374013), (1685, 0.01276087)]
User 1441: [(1554, 0.9540582), (670, 0.9332418), (2312, 0.9111961), (426, 0.8950172), (744, 0.8918738), (723, 0.87804615), (1668, 0.8767805), (145, 0.8502025), (577, 0.8364066), (1419, 0.82675767)]
User 1123: [(740, 0.9665444), (578, 0.9497623), (803, 0.9472545), (0, 0.94547236), (850, 0.9392896), (541, 0.9390169), (737, 0.930599), (975, 0.9091046), (1030, 0.90789807), (1972, 0.88618326)]
User 1547: [(2339, 0.57376736), (1882, 0.019048346), (1015, 0.003732974), (374, 0.002155858)]
User 1942: [(705, 0.99293035), (753, 0.97560704), (740, 0.974643), (1030, 0.97264796), (924, 0.9715745), (1350, 0.9654517), (2392, 0.94827396), (572, 0.94797415), (1129, 0.94792205), (2409, 0.9458889)]
User 1089: [(1225, 0.98886126), (206, 0.98371696), (189, 0.9823899), (754, 0.9761888), (996, 0.9603169), (588, 0.39613923), (1463, 0.39606944), (1754, 0.012705082), (393, 0.010999095), (1993, 0.0018770089)]
User 1856: [(670, 0.99632), (379, 0.987811), (1350, 0.9322339), (16, 0.9236474), (627, 0.78882074), (159, 0.6545269), (362, 0.27083495), (179, 0.01283995), (2095, 0.012748315)]
User 5743: [(1848, 0.9959823), (382, 0.9810874), (541, 0.98075956), (189, 0.9796999), (341, 0.97847074), (780, 0.9746268), (31, 0.97439176), (379, 0.9726093), (1049, 0.968927), (737, 0.962169)]
User 4928: [(1810, 0.9869686), (0, 0.98668075), (1183, 0.98586833), (1205, 0.98511237), (1687, 0.9811458), (857, 0.97981834), (1049, 0.9776209), (1926, 0.9726064), (761, 0.96639645), (657, 0.9656504)]
User 2571: [(1554, 0.9990841), (1926, 0.9909999), (850, 0.9888122), (754, 0.97851986), (22, 0.97582245), (0, 0.97420394), (572, 0.97362345), (578, 0.9734736), (803, 0.9594258), (356, 0.86054075)]
User 194: [(1554, 0.9178916), (662, 0.9160798), (541, 0.9005592), (1049, 0.89506686), (1983, 0.88949865), (1669, 0.87587994), (309, 0.8468163), (1818, 0.8324347), (1417, 0.8302381), (755, 0.82220834)]
User 3093: [(1675, 0.9610556), (1383, 0.66024023), (1729, 0.561614), (383, 0.52405375), (239, 0.17238688), (2207, 0.06512957), (1337, 0.019504024), (563, 0.00020042143)]
User 4423: [(740, 0.992042), (165, 0.9917672), (1554, 0.9902844), (738, 0.9867166), (806, 0.9841749), (382, 0.98379517), (0, 0.98308176), (189, 0.97846), (989, 0.96460366), (755, 0.9621668)]
User 804: [(347, 0.9720166), (383, 0.9551872), (1470, 0.9506949), (806, 0.94342023), (748, 0.9351712), (205, 0.9339997), (2226, 0.9234383), (1259, 0.9134235), (1509, 0.7919976), (1483, 0.77685803)]
User 2447: [(740, 0.99296933), (1225, 0.98565257), (31, 0.98046726), (2125, 0.9484022), (624, 0.947995), (349, 0.94111025), (662, 0.9171518), (2226, 0.8820619), (1416, 0.86841774), (140, 0.49680912)]
User 2265: [(380, 0.95508415), (1554, 0.9099738), (347, 0.8803101), (1969, 0.6396486), (672, 0.39535096), (1375, 0.24969995), (1762, 0.10688517), (2278, 0.019018024), (2395, 0.008420594)]
User 4900: [(740, 0.97623175), (578, 0.9751374), (165, 0.9725375), (349, 0.9717965), (765, 0.9704935), (379, 0.9668795), (1459, 0.96685857), (1554, 0.95932156), (722, 0.9551782), (1171, 0.9494851)]
User 5758: [(842, 0.9546597), (780, 0.94290286), (231, 0.9293204), (806, 0.9156089), (829, 0.91055965), (1448, 0.90734), (2112, 0.8965283), (838, 0.8942343), (1280, 0.887961), (1138, 0.8784093)]
User 1945: [(1225, 0.9325151), (495, 0.91403157), (1389, 0.8942791), (2409, 0.87493235), (2048, 0.86346185), (856, 0.8312262), (1861, 0.8235295), (2050, 0.78811485), (2178, 0.67918587), (895, 0.6468454)]
User 5751: [(1496, 0.91491127), (1691, 0.9020375), (2048, 0.89886236), (1173, 0.8961446), (791, 0.88772005), (782, 0.8714244), (1225, 0.8674286), (1317, 0.8626599), (1687, 0.84788233), (155, 0.8380642)]
User 3377: [(780, 0.97995317), (0, 0.94314086), (954, 0.8945879), (850, 0.89230096), (1202, 0.83957535), (2409, 0.80209255), (2144, 0.79831123), (2, 0.74740857), (383, 0.7454643), (1513, 0.71200687)]
User 2129: [(391, 0.9635067), (2424, 0.8355704), (2113, 0.6664783), (754, 0.5107825), (1730, 0.5075982), (1009, 0.3342453), (1347, 0.28393647), (1843, 0.14844334)]
User 1895: [(771, 0.9956591), (661, 0.99314886), (2124, 0.9923459), (1169, 0.9913598), (1310, 0.99008757), (2351, 0.9840205), (1168, 0.9780276), (2031, 0.96916896), (2051, 0.9688439), (1910, 0.9675158)]
User 221: [(740, 0.99089605), (165, 0.9904661), (748, 0.9877845), (206, 0.9763095), (22, 0.9059912), (594, 0.8946288), (895, 0.7078078), (1818, 0.4420367), (1758, 0.4317911), (2115, 0.4239532)]
User 3117: [(1554, 0.99614704), (165, 0.99428624), (627, 0.9808003), (778, 0.978121), (2339, 0.96767557), (1790, 0.967102), (705, 0.9638457), (2284, 0.9630704), (785, 0.9598392), (1777, 0.9580566)]
User 3390: [(1205, 0.9950203), (1183, 0.98843783), (330, 0.9849791), (63, 0.98497367), (904, 0.98266244), (189, 0.9803413), (1885, 0.9799137), (753, 0.9789039), (1206, 0.97853386), (1130, 0.9779991)]
User 897: [(165, 0.9941802), (572, 0.95086986), (2339, 0.8301071), (418, 0.8213929), (496, 0.00057928753)]
User 4957: [(627, 0.9923205), (380, 0.96211505), (1046, 0.9097077), (823, 0.84988326), (537, 0.5566156), (1168, 0.38027355), (2052, 0.22831666), (2375, 0.22226301), (1862, 0.06366221), (1400, 0.026991757)]
User 2506: [(760, 0.98167634), (1861, 0.9811198), (753, 0.97919077), (670, 0.97900134), (750, 0.9784122), (382, 0.97298414), (739, 0.9677861), (2125, 0.9674547), (770, 0.96467406), (566, 0.9589831)]
User 2551: [(627, 0.9820353), (309, 0.97153497), (2112, 0.94322485), (1179, 0.8563632), (321, 0.8068322), (1625, 0.09040089), (2011, 0.008394259), (1159, 0.006670938), (1962, 2.8355638e-05), (956, 5.1426714e-06)]
User 1297: [(780, 0.9829722), (778, 0.9821592), (231, 0.9782397), (938, 0.9681093), (924, 0.95866704), (1361, 0.948086), (1629, 0.94738615), (1618, 0.9439678), (380, 0.9426805), (2125, 0.94161224)]
User 5253: [(474, 0.99423826), (705, 0.989003), (695, 0.9877988), (778, 0.98437136), (206, 0.97540057), (22, 0.8999534), (155, 0.88756216), (1876, 0.8626886), (2049, 0.8391485), (1174, 0.72141623)]
User 5055: [(379, 0.9192126), (943, 0.9171399), (1370, 0.8398197), (850, 0.74390095), (183, 0.7389013), (1248, 0.72087634), (541, 0.6895172), (1174, 0.43312457), (764, 0.16197911), (1673, 0.08984513)]
User 4782: [(1554, 0.9972511), (379, 0.99517375), (226, 0.961936), (839, 0.9526652), (16, 0.93919015), (806, 0.9326957), (1157, 0.92811316), (767, 0.9237871), (383, 0.90498906), (1924, 0.9008828)]
User 2859: [(750, 0.98376334), (578, 0.9698552), (478, 0.96936923), (495, 0.9671446), (148, 0.96684474), (2090, 0.96405643), (349, 0.9635486), (1554, 0.95902556), (572, 0.95640904), (1450, 0.9549192)]
User 1679: [(765, 0.9922862), (1299, 0.9881793), (0, 0.98758394), (1591, 0.984438), (85, 0.9843827), (1301, 0.9834646), (850, 0.9828856), (1944, 0.98286057), (2215, 0.9825586), (688, 0.9777394)]
User 2099: [(454, 0.95026404), (1030, 0.93838006), (165, 0.9323127), (1889, 0.9220409), (382, 0.9198277), (1183, 0.91513664), (222, 0.91438437), (137, 0.90487486), (1129, 0.9030275), (670, 0.88779217)]
User 858: [(930, 0.96844727), (22, 0.96595544), (1925, 0.95617115), (850, 0.9375729), (2314, 0.8298904), (1396, 0.7921395), (160, 0.6814153), (572, 0.6787121), (1208, 0.6524307), (1055, 0.5953777)]
User 3141: [(740, 0.9843507), (165, 0.98026603), (1046, 0.9462141), (857, 0.9460585), (746, 0.9453999), (1790, 0.9010572), (798, 0.89554477), (777, 0.84651953), (924, 0.8414207), (1939, 0.7588038)]
User 2030: [(1868, 0.98443013), (1451, 0.97832733), (989, 0.9558882), (101, 0.94847125), (566, 0.942011), (1310, 0.9064388), (2308, 0.9046058), (111, 0.8917511), (1687, 0.8796517), (2178, 0.8332028)]
User 3673: [(740, 0.9930581), (0, 0.9925338), (695, 0.9923564), (2259, 0.98968154), (627, 0.98963016), (2215, 0.98663205), (785, 0.98496765), (1810, 0.98181355), (1696, 0.98120743), (349, 0.98056257)]
User 4384: [(627, 0.996405), (765, 0.99248946), (231, 0.992335), (748, 0.9921985), (382, 0.99133754), (309, 0.9884824), (662, 0.98717505), (740, 0.98556906), (2184, 0.9846127), (1499, 0.98319066)]
User 2915: [(1810, 0.9750659), (1859, 0.96504754), (232, 0.9451733), (721, 0.94159365), (154, 0.924824), (733, 0.9234868), (148, 0.9219281), (778, 0.9143253), (806, 0.884431), (1221, 0.72883946)]
User 1305: [(379, 0.9901057), (1225, 0.9855956), (778, 0.98400384), (309, 0.9805055), (1417, 0.97389257), (1810, 0.9722331), (1049, 0.97053975), (738, 0.96696335), (2283, 0.9611933), (1055, 0.95989746)]
User 2917: [(760, 0.98810637), (1450, 0.98686117), (1182, 0.97615325), (578, 0.97592723), (154, 0.9717504), (1049, 0.97147375), (989, 0.97145736), (148, 0.9504424), (2090, 0.9424247), (1925, 0.9415575)]
User 4371: [(770, 0.99670756), (782, 0.987148), (574, 0.9825319), (742, 0.97257453), (1416, 0.96799225), (577, 0.96663415), (2112, 0.96166724), (842, 0.95572734), (1499, 0.95571196), (823, 0.9512492)]
User 4202: [(379, 0.99803525), (738, 0.99517727), (737, 0.99469596), (754, 0.99440867), (2125, 0.9930286), (2165, 0.98892015), (382, 0.98888296), (1225, 0.985329), (2248, 0.97773516), (231, 0.97387445)]
User 2009: [(379, 0.9979691), (165, 0.9959794), (1810, 0.99214786), (738, 0.98585814), (1784, 0.9700257), (204, 0.9465982), (2285, 0.93780065), (1215, 0.93029), (245, 0.9176446), (1450, 0.90894777)]
User 2872: [(1470, 0.9960968), (1977, 0.98731405), (383, 0.98384815), (1609, 0.9814208), (0, 0.9700098), (165, 0.9387167), (2082, 0.93726164), (1419, 0.90940905), (738, 0.90316963), (206, 0.8980733)]
User 4086: [(2335, 0.9782476), (1049, 0.97227085), (1276, 0.96711975), (1638, 0.95952785), (31, 0.9467294), (855, 0.9442749), (240, 0.9417478), (1818, 0.93622845), (1290, 0.92791444), (1554, 0.9266963)]
User 4848: [(578, 0.9966248), (594, 0.9950871), (737, 0.9942545), (2299, 0.99027467), (2124, 0.98524517), (768, 0.98522353), (745, 0.96535915), (382, 0.958687), (674, 0.94480205), (801, 0.8278879)]
User 3520: [(349, 0.99017173), (765, 0.98469037), (2259, 0.98292863), (2125, 0.9828198), (670, 0.9819657), (753, 0.98191226), (760, 0.96200573), (778, 0.9497758), (1760, 0.9480847), (2149, 0.9439265)]
User 1682: [(1205, 0.9934257), (1299, 0.9761247), (659, 0.964356), (1493, 0.9548055), (1881, 0.9345923), (842, 0.9014065), (801, 0.89780927), (1280, 0.88127685), (1177, 0.8586633), (1210, 0.8206923)]
User 5174: [(806, 0.9926466), (1687, 0.9897021), (785, 0.9822869), (1696, 0.97817665), (478, 0.97202456), (16, 0.9667318), (1886, 0.96599734), (1055, 0.9657511), (1944, 0.96414775), (1537, 0.9531021)]
User 2245: [(1554, 0.9896097), (738, 0.95401335), (1205, 0.94516313), (341, 0.9431995), (31, 0.9364889), (766, 0.9224516), (754, 0.92121583), (1370, 0.897976), (1327, 0.8720253), (830, 0.8715256)]
User 2752: [(165, 0.98925555), (806, 0.9846714), (768, 0.9839445), (989, 0.9828472), (2090, 0.98232377), (722, 0.977367), (1760, 0.9735292), (2048, 0.96736175), (782, 0.96127063), (1347, 0.95241886)]
User 5292: [(1451, 0.9957799), (341, 0.99528545), (1470, 0.9558515), (745, 0.9540915), (148, 0.64579326), (1429, 0.47843033), (1278, 0.31572342), (779, 0.07398902), (97, 0.036537617), (2402, 0.012876832)]
User 876: [(1810, 0.9962627), (954, 0.9961163), (0, 0.99307454), (1972, 0.9928773), (1451, 0.98974764), (245, 0.986381), (850, 0.98616725), (1784, 0.9840829), (1361, 0.97656703), (1889, 0.97475004)]
User 2373: [(627, 0.9851503), (1205, 0.9798313), (1448, 0.97913367), (778, 0.96889627), (740, 0.967478), (1687, 0.94662774), (1867, 0.9333289), (1459, 0.92532116), (794, 0.9194547), (1419, 0.91442704)]
User 503: [(1681, 0.8386586), (2270, 0.7243112), (226, 0.70223165), (1287, 0.593292), (2207, 0.55096614), (1555, 0.54299974), (2443, 0.5061425), (236, 0.40496826), (265, 0.39497003), (2089, 0.34391472)]
User 4597: [(63, 0.99173415), (216, 0.9779459), (1972, 0.9777905), (1389, 0.9759117), (924, 0.9737932), (1049, 0.9655515), (16, 0.95457494), (740, 0.9539342), (1216, 0.9499376), (753, 0.93982476)]
User 1043: [(627, 0.9703399), (657, 0.96993935), (1251, 0.91706026), (1304, 0.9132411), (1347, 0.88901097), (1182, 0.8764943), (1795, 0.8568187), (1299, 0.8269448), (1388, 0.6777693), (426, 0.6756447)]
User 5136: [(1584, 0.9865594), (0, 0.9861675), (1211, 0.98538357), (842, 0.98183167), (7, 0.9777265), (767, 0.9744529), (1974, 0.97304845), (1042, 0.9674786), (1836, 0.965189), (1030, 0.96414554)]
User 2264: [(1975, 0.97083944), (379, 0.9687799), (165, 0.9638253), (627, 0.94724506), (382, 0.9405993), (1225, 0.9352746), (1779, 0.9340851), (1417, 0.92477375), (776, 0.88910466), (1459, 0.8837633)]
User 1979: [(1416, 0.9892945), (989, 0.9890859), (1927, 0.98715925), (778, 0.98622966), (189, 0.98586684), (1554, 0.9845978), (31, 0.98392326), (2090, 0.98334956), (1183, 0.9825629), (1810, 0.98156595)]
User 659: [(776, 0.9894209), (206, 0.98728496), (1174, 0.98318464), (737, 0.98266506), (2319, 0.9724443), (667, 0.9685273), (1762, 0.9637534), (2047, 0.9627348), (578, 0.95064914), (1842, 0.9464856)]
User 1711: [(541, 0.9709672), (1205, 0.959085), (349, 0.93060255), (2087, 0.9213945), (670, 0.9193609), (1202, 0.9189381), (778, 0.9116251), (2285, 0.8928671), (1515, 0.8856711), (662, 0.853404)]
User 4455: [(341, 0.9887843), (750, 0.9848482), (206, 0.97543824), (2270, 0.9729049), (748, 0.97029996), (1225, 0.9639036), (1174, 0.962687), (661, 0.9621521), (782, 0.9425015), (1790, 0.9424534)]
User 1018: [(578, 0.99951935), (349, 0.9993186), (738, 0.9984654), (695, 0.9984066), (657, 0.99777526), (1687, 0.99722207), (576, 0.9956874), (1554, 0.99565446), (2392, 0.99495894), (754, 0.99411374)]
User 2730: [(740, 0.9810178), (770, 0.9786042), (748, 0.9784453), (627, 0.97064644), (2164, 0.95716953), (778, 0.95132244), (1804, 0.9485313), (794, 0.94598126), (2048, 0.9353859), (1451, 0.92792666)]
User 1636: [(474, 0.9882344), (930, 0.9881058), (1554, 0.98783374), (938, 0.9715447), (1156, 0.9405341), (302, 0.8854671), (2431, 0.87439936), (1946, 0.86709434), (1, 0.621826), (1539, 0.552507)]
User 5401: [(541, 0.98207355), (1817, 0.92369884), (856, 0.91324097), (578, 0.83062756), (26, 0.7655231), (2303, 0.74105805), (823, 0.70228606), (64, 0.7010792), (154, 0.62353384), (403, 0.5741457)]
User 2786: [(382, 0.9773451), (670, 0.9770875), (341, 0.97691447), (1669, 0.967213), (189, 0.96435136), (0, 0.9565593), (754, 0.95050955), (755, 0.9178171), (784, 0.90536016), (1327, 0.90289927)]
User 3271: [(842, 0.9962698), (165, 0.99521106), (226, 0.99119544), (1836, 0.98834956), (1885, 0.98610955), (839, 0.98464835), (1280, 0.98128235), (1042, 0.979759), (1456, 0.9766293), (1499, 0.9763692)]
User 3179: [(478, 0.9543444), (577, 0.9513712), (695, 0.94527066), (1225, 0.9423256), (744, 0.93256915), (768, 0.92585015), (1696, 0.9126805), (754, 0.9126134), (2125, 0.9124301), (1030, 0.9005009)]
User 758: [(845, 0.97343296), (1459, 0.9318613), (26, 0.9073091), (733, 0.8770784), (856, 0.8755681), (231, 0.76941645), (383, 0.73209906), (245, 0.43795264), (828, 0.29380214), (1765, 0.03170712)]
User 5910: [(856, 0.9536264), (1225, 0.94980645), (1974, 0.9435154), (662, 0.94091004), (989, 0.9203364), (1906, 0.916803), (2113, 0.9111302), (739, 0.9107355), (380, 0.9092105), (347, 0.90714645)]
User 5544: [(1868, 0.98314774), (1450, 0.97306293), (1016, 0.9593457), (167, 0.95366824), (632, 0.951366), (218, 0.9485236), (2082, 0.9389732), (1152, 0.9311267), (324, 0.92829466), (733, 0.9222796)]
User 1918: [(214, 0.931434), (1072, 0.17313036), (66, 0.14103544), (929, 0.08812112), (1257, 0.07949176), (745, 0.036098227), (220, 0.0010232175), (591, 0.00068876625)]
User 688: [(1211, 0.9295849), (12, 0.8857373), (167, 0.8133358), (878, 0.7639256), (1629, 0.68968093), (1327, 0.59803927), (108, 0.55146086), (625, 0.4288857), (2222, 0.40854385), (183, 0.34741962)]
User 4446: [(349, 0.9940428), (770, 0.9930127), (2053, 0.99166065), (2284, 0.9898865), (2259, 0.989509), (541, 0.9884161), (817, 0.9882414), (2144, 0.9881292), (231, 0.9862614), (938, 0.9853661)]
User 2767: [(379, 0.9918119), (780, 0.98824114), (382, 0.97704744), (774, 0.9406036), (1760, 0.90521896), (1696, 0.8899676), (794, 0.87886775), (1848, 0.70760685), (759, 0.67248464), (914, 0.6537066)]
User 2559: [(856, 0.9923114), (380, 0.9906837), (206, 0.98893833), (1879, 0.94849956), (168, 0.915864), (1555, 0.621067), (1236, 0.594723), (1837, 0.27593914), (1676, 0.25560746), (1522, 0.1808849)]
User 4514: [(0, 0.9734741), (1380, 0.9705258), (1287, 0.96970737), (1311, 0.96355283), (1016, 0.95438707), (1157, 0.95152044), (739, 0.95108384), (231, 0.94439334), (2082, 0.9070084), (2090, 0.90603936)]
User 1522: [(753, 0.98541415), (2090, 0.97276944), (1225, 0.9396552), (1778, 0.93788695), (791, 0.92838144), (755, 0.9205141), (2393, 0.810146), (1856, 0.7641983), (1282, 0.4329117), (863, 0.24174777)]
User 122: [(889, 0.9961054), (1454, 0.99442875), (761, 0.99302685), (740, 0.99268955), (1225, 0.9838351), (206, 0.98231345), (1776, 0.97892237), (737, 0.9776192), (17, 0.97552), (91, 0.97482365)]
User 1997: [(760, 0.983564), (541, 0.9814119), (1861, 0.9804088), (806, 0.9802854), (1171, 0.98027587), (1889, 0.97663987), (567, 0.96859944), (578, 0.966589), (784, 0.96640813), (347, 0.9659913)]
User 5479: [(1451, 0.95572764), (1886, 0.9496583), (1889, 0.94507885), (1380, 0.94091237), (383, 0.9062652), (924, 0.9006644), (768, 0.8957399), (454, 0.8729133), (1171, 0.86614704), (1974, 0.8381138)]
User 2461: [(572, 0.99234176), (748, 0.98342425), (778, 0.98088205), (2125, 0.977784), (206, 0.97153), (753, 0.9701189), (382, 0.96710145), (1696, 0.9584293), (658, 0.9531727), (1889, 0.95054346)]
